Site,Event,Depth,Accuracy,TPR,FPR,F1,G
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.715,0.9998276802894971,0.38914236454237716,0.5602357071564777,0.781
Sendai,FUJI2011_42,1m-2m,0.689,0.018689156124733198,0.19463208467290394,0.03410358390691007,0.569
Sendai,FUJI2011_42,2m-5m,0.615,0.3137446038156246,0.14630378105472253,0.19955301804473508,0.23
Sendai,FUJI2011_42,5m-10m,0.912,0.38919690399077783,0.0028373491819125704,0.0056336277159674715,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.3346774193548387,0.000624551826235803,0.001246777003557014,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.715,0.9998276802894971,0.389405184920418,0.5605080220627442,0.773
Sendai,FUJI2011_42,1m-2m,0.689,0.018689156124733198,0.19519199508723767,0.03411215667965195,0.562
Sendai,FUJI2011_42,2m-5m,0.614,0.3125609246623033,0.14681417516173975,0.199786076170274,0.23
Sendai,FUJI2011_42,5m-10m,0.912,0.3868364714277872,0.002828398553578461,0.00561573701170481,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.31048387096774194,0.0005782887279961138,0.0011544272886221147,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.3910136456340279,0.5621723470378183,0.773
Sendai,FUJI2011_42,1m-2m,0.689,0.018532979332604508,0.19446049922335007,0.03384077707494249,0.57
Sendai,FUJI2011_42,2m-5m,0.614,0.3113424314162373,0.14680038072641496,0.19952375659649163,0.232
Sendai,FUJI2011_42,5m-10m,0.912,0.38705604654992587,0.0028642010669148975,0.005686323540569475,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.29435483870967744,0.0005628676952495508,0.0011235868586512339,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39198082462521816,0.5631712656146055,0.776
Sendai,FUJI2011_42,1m-2m,0.689,0.01842886147118538,0.19431600621319944,0.03366495087862364,0.567
Sendai,FUJI2011_42,2m-5m,0.613,0.31028060158752263,0.14742113031603052,0.19987653011900447,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.3850249766701433,0.0028642010669148975,0.005686103208143978,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2620967741935484,0.0004626309823968911,0.000923631648593682,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.3903408254662433,0.561476627376242,0.777
Sendai,FUJI2011_42,1m-2m,0.689,0.018532979332604508,0.19523714915290974,0.033852494507460515,0.569
Sendai,FUJI2011_42,2m-5m,0.613,0.3111683609525136,0.1471590360448595,0.19981889079911688,0.232
Sendai,FUJI2011_42,5m-10m,0.911,0.38551902069495525,0.002765744155239698,0.005492087636413835,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3064516129032258,0.0005474466625029878,0.0010929408900460145,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3922856962637455,0.5634858544025062,0.764
Sendai,FUJI2011_42,1m-2m,0.69,0.018376802540475818,0.19394574287468844,0.033572531013180786,0.564
Sendai,FUJI2011_42,2m-5m,0.613,0.3105591143294806,0.14720041935083386,0.1997312060110962,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.3853543393533513,0.0028373491819125704,0.005633221172953401,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2782258064516129,0.0005088940806365803,0.0010159299557120126,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3922751834486239,0.5634750088070442,0.768
Sendai,FUJI2011_42,1m-2m,0.689,0.01842886147118538,0.194785608496189,0.0336719829203534,0.567
Sendai,FUJI2011_42,2m-5m,0.612,0.30904470129508427,0.14747630805732967,0.19966998511779788,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.38376241971784597,0.002765744155239698,0.005491908577630981,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3024193548387097,0.0005474466625029878,0.0010929149046193152,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3916654401715691,0.5628456838745278,0.774
Sendai,FUJI2011_42,1m-2m,0.689,0.01842886147118538,0.19495719394574287,0.03367454459961952,0.568
Sendai,FUJI2011_42,2m-5m,0.612,0.3097409831499791,0.14775219676382548,0.20006816581099174,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.38332326947356865,0.0028104972969102433,0.005580081854579865,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2701612903225806,0.0004703414987701726,0.0009390481470686796,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.712,0.9998276802894971,0.39331595214566556,0.564547928726161,0.776
Sendai,FUJI2011_42,1m-2m,0.689,0.018376802540475818,0.1946049922335007,0.033582377493447974,0.567
Sendai,FUJI2011_42,2m-5m,0.612,0.308000278512742,0.1478763466817486,0.1998170270037166,0.234
Sendai,FUJI2011_42,5m-10m,0.911,0.38178624361859803,0.002792596040242025,0.005544635545179645,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.27419354838709675,0.0004934730478900172,0.0009851730549736526,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39217005529740756,0.5633665438423857,0.781
Sendai,FUJI2011_42,1m-2m,0.689,0.01842886147118538,0.19436116027887151,0.03366562838520151,0.572
Sendai,FUJI2011_42,2m-5m,0.613,0.3099846817991923,0.1474349247513553,0.19982776243364342,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.38398199483998463,0.002801546668576134,0.005562509067689311,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2903225806451613,0.0005551571788762693,0.0011081952578477923,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39198082462521816,0.5631712656146055,0.773
Sendai,FUJI2011_42,1m-2m,0.689,0.018532979332604508,0.1947133619911137,0.033844601423526355,0.567
Sendai,FUJI2011_42,2m-5m,0.613,0.30960172677900016,0.14728318596278261,0.19960881801041794,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.38414667618158865,0.002801546668576134,0.005562526339953528,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3064516129032258,0.0005782887279961138,0.001154399050233371,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39248543975105654,0.563691889597754,0.775
Sendai,FUJI2011_42,1m-2m,0.689,0.018324743609766256,0.19432503702633386,0.03349127819284835,0.567
Sendai,FUJI2011_42,2m-5m,0.613,0.3097409831499791,0.14740733588070573,0.19975177087392637,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.3837075259373113,0.002792596040242025,0.005544837150689599,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.29435483870967744,0.0005320256297564248,0.001062131531610749,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39160236328083936,0.5627805498152226,0.78
Sendai,FUJI2011_42,1m-2m,0.689,0.018272684679056694,0.19436116027887151,0.03340484386513463,0.571
Sendai,FUJI2011_42,2m-5m,0.613,0.3108028129786938,0.1468969417736885,0.19950188850736822,0.232
Sendai,FUJI2011_42,5m-10m,0.912,0.38694625898885654,0.0028642010669148975,0.0056863116894094855,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2782258064516129,0.00048576253151673567,0.0009698318054633859,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.711,0.9998276802894971,0.39407287483442316,0.5653272277744188,0.778
Sendai,FUJI2011_42,1m-2m,0.69,0.01842886147118538,0.19388252718274754,0.033658432152768085,0.57
Sendai,FUJI2011_42,2m-5m,0.612,0.30805249965185905,0.1478763466817486,0.19982801527484606,0.235
Sendai,FUJI2011_42,5m-10m,0.911,0.38222539386287535,0.0028104972969102433,0.005579965197666548,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2661290322580645,0.0004626309823968911,0.0009236563074879837,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.39002544101259434,0.5611502769100893,0.781
Sendai,FUJI2011_42,1m-2m,0.689,0.018532979332604508,0.19494816313260846,0.03384814449224322,0.568
Sendai,FUJI2011_42,2m-5m,0.614,0.3118820498537808,0.14657966976121833,0.19943025084148544,0.231
Sendai,FUJI2011_42,5m-10m,0.912,0.38793434703848056,0.002819447925244352,0.005598208918176747,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.33064516129032256,0.0006014202771159584,0.0012006566442998375,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.711,0.9998276802894971,0.39517672042219465,0.5664621896283063,0.778
Sendai,FUJI2011_42,1m-2m,0.69,0.01842886147118538,0.19325940107647294,0.03364901471228946,0.572
Sendai,FUJI2011_42,2m-5m,0.611,0.3076173234925498,0.1479729077290221,0.1998244330347552,0.236
Sendai,FUJI2011_42,5m-10m,0.911,0.3811824120327167,0.002738892270237371,0.005438706058588534,0.057
Sendai,FUJI2011_42,10m-15m,0.998,0.28225806451612906,0.0005011835642632987,0.0010005904583254073,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39236979878471856,0.5635726132695703,0.772
Sendai,FUJI2011_42,1m-2m,0.689,0.018376802540475818,0.19414442076364555,0.033575504876546404,0.568
Sendai,FUJI2011_42,2m-5m,0.613,0.31010653112379893,0.14709006386823556,0.1995359981618029,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.38480540154800463,0.002801546668576134,0.0055625952822421455,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3064516129032258,0.000593709760742677,0.0011851235003185576,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.711,0.9998276802894971,0.3944303105485587,0.565694935977508,0.781
Sendai,FUJI2011_42,1m-2m,0.69,0.018324743609766256,0.19387349636961312,0.03348455778000181,0.574
Sendai,FUJI2011_42,2m-5m,0.612,0.3076173234925498,0.14726939152745783,0.1991819701837649,0.235
Sendai,FUJI2011_42,5m-10m,0.911,0.383433057034638,0.0027299416419032615,0.005421285171642805,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.31451612903225806,0.0005628676952495508,0.0011237243390126736,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.39065620991989236,0.5618028297991644,0.776
Sendai,FUJI2011_42,1m-2m,0.689,0.018480920401894946,0.19481270093559225,0.03375926571730137,0.568
Sendai,FUJI2011_42,2m-5m,0.614,0.31160353711182287,0.14717283048018429,0.1999212591750905,0.232
Sendai,FUJI2011_42,5m-10m,0.911,0.38507987045067793,0.002792596040242025,0.005544979931812972,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.29838709677419356,0.0005397361461297063,0.0010775232192732707,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3920859527764345,0.5632797600740086,0.776
Sendai,FUJI2011_42,1m-2m,0.689,0.018480920401894946,0.1948397933749955,0.03375967245497784,0.569
Sendai,FUJI2011_42,2m-5m,0.612,0.30916655061969084,0.14720041935083386,0.1994423299451694,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.3846956139869353,0.002828398553578461,0.005615510177217073,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.29838709677419356,0.0005551571788762693,0.0011082524244581825,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.712,0.9998276802894971,0.39385210571686885,0.5651000196600857,0.772
Sendai,FUJI2011_42,1m-2m,0.69,0.01842886147118538,0.19369288010692481,0.0336555718323764,0.57
Sendai,FUJI2011_42,2m-5m,0.612,0.30867915332126444,0.14764184128122715,0.19974517543810097,0.234
Sendai,FUJI2011_42,5m-10m,0.911,0.38282922544875664,0.002765744155239698,0.005491812789089175,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.29435483870967744,0.0005397361461297063,0.0010774965685108058,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.712,0.9998276802894971,0.39328441370030065,0.564515439554954,0.773
Sendai,FUJI2011_42,1m-2m,0.69,0.018324743609766256,0.19347614059169888,0.03347862011357407,0.57
Sendai,FUJI2011_42,2m-5m,0.613,0.30996727475281993,0.14684176403238933,0.1992786374720487,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.3857934895976286,0.002801546668576134,0.005562698257422873,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3064516129032258,0.0005628676952495508,0.001123671513630897,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.711,0.9998276802894971,0.39422005424612605,0.5654786598707131,0.772
Sendai,FUJI2011_42,1m-2m,0.69,0.018012390025508876,0.19371094173319367,0.03295996719609048,0.57
Sendai,FUJI2011_42,2m-5m,0.612,0.3080350926054867,0.1476832245872015,0.1996479581607891,0.235
Sendai,FUJI2011_42,5m-10m,0.911,0.38266454410715267,0.002774694783573807,0.0055094406965336675,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3064516129032258,0.0005705782116228324,0.0011390356677758629,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.39104518407939276,0.5622049423818262,0.756
Sendai,FUJI2011_42,1m-2m,0.688,0.018324743609766256,0.19536358053679154,0.03350662735851957,0.563
Sendai,FUJI2011_42,2m-5m,0.613,0.30989764656733043,0.14765563571655194,0.20001226428782354,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.3833781632541033,0.002783645411907916,0.005527159036542494,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.29838709677419356,0.0005397361461297063,0.0010775232192732707,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.3902987742057568,0.5614331225365633,0.766
Sendai,FUJI2011_42,1m-2m,0.689,0.018168566817637566,0.1948488241881299,0.03323788602315858,0.565
Sendai,FUJI2011_42,2m-5m,0.614,0.3117602005291742,0.1469107362090133,0.19971145722081832,0.231
Sendai,FUJI2011_42,5m-10m,0.912,0.3865620025251139,0.0028373491819125704,0.005633349808185238,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.31451612903225806,0.0006168413098625215,0.0012312678092332064,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.712,0.9998276802894971,0.39315825991884107,0.5643854681584489,0.774
Sendai,FUJI2011_42,1m-2m,0.689,0.017960331094799314,0.1947223928042481,0.03288728470485352,0.569
Sendai,FUJI2011_42,2m-5m,0.611,0.3078958362345077,0.14809705764694522,0.19999639476807632,0.235
Sendai,FUJI2011_42,5m-10m,0.911,0.38178624361859803,0.002819447925244352,0.005597558518369382,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2661290322580645,0.00048576253151673567,0.0009697549794399349,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.712,0.9998276802894971,0.3939256954227203,0.5651757636958711,0.764
Sendai,FUJI2011_42,1m-2m,0.69,0.018324743609766256,0.19326843188960735,0.033475507457934164,0.57
Sendai,FUJI2011_42,2m-5m,0.612,0.30930580699066984,0.1477384023285007,0.19996466347883535,0.234
Sendai,FUJI2011_42,5m-10m,0.911,0.38299390679036066,0.0027478428985714797,0.005456537114889515,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2903225806451613,0.0005320256297564248,0.0010621049174944588,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.715,0.9998276802894971,0.38869031349214694,0.5597670843737945,0.772
Sendai,FUJI2011_42,1m-2m,0.689,0.01858503826331407,0.1950384712639526,0.03393631589781719,0.567
Sendai,FUJI2011_42,2m-5m,0.615,0.31376201086199695,0.14626239774874816,0.19951803935680346,0.23
Sendai,FUJI2011_42,5m-10m,0.912,0.38930669155184716,0.002801546668576134,0.005563060188285868,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.3467741935483871,0.0006322623426090845,0.001262223313651217,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39233826033935365,0.5635400799228308,0.775
Sendai,FUJI2011_42,1m-2m,0.689,0.018637097194023636,0.19446953003648448,0.03401440471061242,0.572
Sendai,FUJI2011_42,2m-5m,0.612,0.3092709928979251,0.14749010249265446,0.19972984083294043,0.234
Sendai,FUJI2011_42,5m-10m,0.911,0.3845309326453313,0.0028462998102466793,0.005650772574755768,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.27419354838709675,0.0005088940806365803,0.0010159026797828576,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.39087697903744667,0.5620310834634235,0.775
Sendai,FUJI2011_42,1m-2m,0.689,0.018324743609766256,0.19458693060723187,0.0334951629712395,0.57
Sendai,FUJI2011_42,2m-5m,0.614,0.31155131597270574,0.14635895879602168,0.19915834489770076,0.231
Sendai,FUJI2011_42,5m-10m,0.912,0.38776966569687654,0.002801546668576134,0.005562902644711443,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.32661290322580644,0.0006322623426090845,0.0012620815281485318,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.390235697315027,0.5613678603417483,0.78
Sendai,FUJI2011_42,1m-2m,0.69,0.01889739184757145,0.19399992775349492,0.03444000760580719,0.571
Sendai,FUJI2011_42,2m-5m,0.615,0.31308313605347443,0.1463175754900473,0.19943184345645135,0.231
Sendai,FUJI2011_42,5m-10m,0.912,0.3894713728934512,0.0029179048369195517,0.005792413133105037,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.3064516129032258,0.0005628676952495508,0.001123671513630897,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.715,0.9998276802894971,0.3893526208448098,0.5604535673246146,0.775
Sendai,FUJI2011_42,1m-2m,0.688,0.018480920401894946,0.1958331828197811,0.03377451515636948,0.567
Sendai,FUJI2011_42,2m-5m,0.613,0.3114990948335886,0.14720041935083386,0.19992520580030115,0.231
Sendai,FUJI2011_42,5m-10m,0.911,0.3854092331338859,0.0027567935269055886,0.005474429013034827,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.3225806451612903,0.000593709760742677,0.0011852380904736873,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.39100313281890625,0.5621614815946461,0.763
Sendai,FUJI2011_42,1m-2m,0.689,0.018689156124733198,0.19451468410215655,0.03410178067965089,0.565
Sendai,FUJI2011_42,2m-5m,0.613,0.3113598384626097,0.14733836370408177,0.20002367092590875,0.232
Sendai,FUJI2011_42,5m-10m,0.911,0.38480540154800463,0.0028104972969102433,0.005580238293165749,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.29435483870967744,0.0005551571788762693,0.0011082242319680308,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.716,0.9998276802894971,0.38793339080338934,0.5589817300874997,0.77
Sendai,FUJI2011_42,1m-2m,0.689,0.018949450778281016,0.19522811833977533,0.03454578025373721,0.564
Sendai,FUJI2011_42,2m-5m,0.615,0.3145453279487537,0.14613824783082505,0.19956041633139004,0.229
Sendai,FUJI2011_42,5m-10m,0.912,0.3897458417961245,0.002783645411907916,0.005527810061061674,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.35080645161290325,0.0006399728589823661,0.0012776149771649102,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.715,0.9998276802894971,0.3896680052984588,0.5607802339533519,0.764
Sendai,FUJI2011_42,1m-2m,0.688,0.018689156124733198,0.19562547411768955,0.03411876290129956,0.563
Sendai,FUJI2011_42,2m-5m,0.613,0.31130761732349255,0.14742113031603052,0.20008914225660568,0.231
Sendai,FUJI2011_42,5m-10m,0.911,0.3849700828896086,0.002792596040242025,0.005544968546514779,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3024193548387097,0.0005397361461297063,0.0010775491606148596,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.3909926200037846,0.5621506159872164,0.772
Sendai,FUJI2011_42,1m-2m,0.689,0.018272684679056694,0.19430697540006503,0.03340404336995479,0.566
Sendai,FUJI2011_42,2m-5m,0.614,0.3118820498537808,0.14697970838563723,0.19980018781301706,0.232
Sendai,FUJI2011_42,5m-10m,0.912,0.38617774606137123,0.002801546668576134,0.0055627381620419105,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.3064516129032258,0.0005628676952495508,0.001123671513630897,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.39049851769306787,0.5616397470868104,0.769
Sendai,FUJI2011_42,1m-2m,0.688,0.018689156124733198,0.19531842647111947,0.03411408625879889,0.568
Sendai,FUJI2011_42,2m-5m,0.613,0.3108028129786938,0.14726939152745783,0.19984509298808512,0.232
Sendai,FUJI2011_42,5m-10m,0.911,0.38491518910907396,0.002765744155239698,0.005492026267980507,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3024193548387097,0.0005320256297564248,0.0010621826344530793,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.712,0.9998276802894971,0.39292697798616516,0.5641471261125918,0.758
Sendai,FUJI2011_42,1m-2m,0.689,0.018376802540475818,0.1947765776830546,0.03358493028670262,0.564
Sendai,FUJI2011_42,2m-5m,0.611,0.3082439771619552,0.1482625908708427,0.20022078048647454,0.234
Sendai,FUJI2011_42,5m-10m,0.911,0.3811824120327167,0.002738892270237371,0.005438706058588534,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2701612903225806,0.0004472099496503281,0.0008929417732339211,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3921174912217994,0.563312305216107,0.777
Sendai,FUJI2011_42,1m-2m,0.69,0.018532979332604508,0.19381931149080664,0.03383103879115528,0.571
Sendai,FUJI2011_42,2m-5m,0.613,0.3108028129786938,0.1468693529030389,0.19947644373208728,0.233
Sendai,FUJI2011_42,5m-10m,0.912,0.3863973211835099,0.002792596040242025,0.005545116054364947,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.31451612903225806,0.0006168413098625215,0.0012312678092332064,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.39138159416328505,0.5625525340954933,0.78
Sendai,FUJI2011_42,1m-2m,0.69,0.01858503826331407,0.19393671206155402,0.03391955137594731,0.569
Sendai,FUJI2011_42,2m-5m,0.614,0.31186464280740844,0.14638654766667125,0.19924787692377366,0.232
Sendai,FUJI2011_42,5m-10m,0.912,0.3881539221606192,0.002783645411907916,0.005527649293188063,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.33064516129032256,0.0005782887279961138,0.0011545581674852765,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.3908244149618385,0.5619767439262693,0.782
Sendai,FUJI2011_42,1m-2m,0.689,0.018220625748347128,0.19514684102156557,0.03332933188038895,0.57
Sendai,FUJI2011_42,2m-5m,0.613,0.3104894861439911,0.1471590360448595,0.19967871092199777,0.232
Sendai,FUJI2011_42,5m-10m,0.911,0.38551902069495525,0.0028462998102466793,0.005650878992094965,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.29435483870967744,0.0005705782116228324,0.001138948682054843,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.39043544080233805,0.5615745036430737,0.771
Sendai,FUJI2011_42,1m-2m,0.689,0.018480920401894946,0.194785608496189,0.03375885887628457,0.564
Sendai,FUJI2011_42,2m-5m,0.614,0.3117079793900571,0.14664864193784227,0.19945845541103094,0.232
Sendai,FUJI2011_42,5m-10m,0.912,0.38738540923313386,0.002783645411907916,0.005527571211576029,0.055
Sendai,FUJI2011_42,10m-15m,0.998,0.3225806451612903,0.00060913079348924,0.0012159654727373615,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3922015937427724,0.5633990850519851,0.773
Sendai,FUJI2011_42,1m-2m,0.69,0.018532979332604508,0.19402702019289816,0.0338341998798357,0.571
Sendai,FUJI2011_42,2m-5m,0.613,0.3105417072831082,0.14711765273888514,0.19965140470773426,0.233
Sendai,FUJI2011_42,5m-10m,0.911,0.38507987045067793,0.002738892270237371,0.005439098785224863,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.3185483870967742,0.0005782887279961138,0.0011544816245982331,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.714,0.9998276802894971,0.3899728769369862,0.5610958707655619,0.773
Sendai,FUJI2011_42,1m-2m,0.688,0.018324743609766256,0.19611313802694794,0.03351761307676746,0.565
Sendai,FUJI2011_42,2m-5m,0.613,0.31021097340203313,0.14721421378615868,0.19967184071318306,0.232
Sendai,FUJI2011_42,5m-10m,0.911,0.38491518910907396,0.002774694783573807,0.005509672610570416,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.31048387096774194,0.0005628676952495508,0.0011236982687230152,0.007
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3926326191627594,0.5638436671809057,0.766
Sendai,FUJI2011_42,1m-2m,0.689,0.018376802540475818,0.19485785500126432,0.03358613807061788,0.566
Sendai,FUJI2011_42,2m-5m,0.612,0.3085573039966579,0.14780737450512463,0.19987105548067724,0.234
Sendai,FUJI2011_42,5m-10m,0.911,0.3823351814239447,0.002765744155239698,0.005491761889563953,0.056
Sendai,FUJI2011_42,10m-15m,0.998,0.2903225806451613,0.00048576253151673567,0.0009699022400123161,0.008
Sendai,FUJI2011_42,15m+,1.0,,0.0,,
Sendai,FUJI2011_42,0.1m-1m,0.713,0.9998276802894971,0.3920964655915561,0.5632906086185776,0.781
